Process ID,Process Name,Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%),Anomaly
12600,NisSrv.exe,1715697844026745.0,0.0,0.02866188257931746,0,0
12660,svchost.exe,1715697844026745.0,0.0,0.02669940372139293,9.306892395019531,0
12712,conhost.exe,1715697844026745.0,0.0,0.005112136284223148,0,0
12860,chrome.exe,1715697844026745.0,0.0,0.49752473268494,46.44854164123535,0
12888,PhoneExperienceHost.exe,1715697844026745.0,0.0,0.34214970903222414,150.10720825195312,1
13008,chrome.exe,1715697844026745.0,0.0,0.06754803772708122,39.351247787475586,0
13124,Code.exe,1715697844026745.0,0.0,2.106515114842567,11.38677978515625,0
13356,AdobeCollabSync.exe,1715697844026745.0,0.0,0.030091342488176066,1.5134468078613281,0
13380,vmmemWSA,1715697844026745.0,0.0,0.43530688444851806,0,0
13444,msedge.exe,1715697844026745.0,0.0,0.032223418284439746,45.00100803375244,0
13656,WavesSvc64.exe,1715697844026745.0,0.0,0.1463137015185952,1.3767166137695312,0
13764,dllhost.exe,1715697844026745.0,0.0,0.027256650804507305,0.02613067626953125,0
13792,svchost.exe,1715697844026745.0,0.0,0.061733285555452995,0,0
14040,vmcompute.exe,1715697844026745.0,0.0,0.04181775936762632,0,0
14192,chrome.exe,1715697844026745.0,0.0,0.14275216581347291,41.05674362182617,0
14392,smartscreen.exe,1715697844026745.0,0.0,0.038377364332746286,0.03687286376953125,0
14420,chrome.exe,1715697844026745.0,0.0,2.069421841614388,53.98066234588623,0
14440,SpotifyWidgetProvider.exe,1715697844026745.0,0.0,0.2536443353532329,1.5331315994262695,0
14712,svchost.exe,1715697844026745.0,0.0,0.08278753404355686,0,0
14768,browserhost.exe,1715697844026745.0,0.0,0.02296827107793149,0.02271270751953125,0
14812,chrome.exe,1715697844026745.0,0.0,0.5484764985888324,70.94187259674072,0
15160,conhost.exe,1715697844026745.0,0.0,0.025100346874195174,0.00390625,0
15232,chrome.exe,1715697844026745.0,0.0,0.12145563598488454,39.397629737854004,0
15312,msedge.exe,1715697844026745.0,0.0,0.2370722916640924,185.02942752838135,1
15328,chrome.exe,1715697844026745.0,0.0,0.062290532638567354,39.351247787475586,0
15380,powershell.exe,1715697844026745.0,0.0,0.06294469225787554,1.65234375,0
15692,chrome.exe,1715697844026745.0,0.0,0.3341301966621869,41.897178649902344,0
15744,msedge.exe,1715697844026745.0,0.0,0.6547168663912897,57.45638084411621,0
15932,conhost.exe,1715697844026745.0,0.0,0.043804466359599295,0.00390625,0
15968,DDVRulesProcessor.exe,1715697844026745.0,0.0,0.0424719189869345,0,0
16056,svchost.exe,1715697844026745.0,0.0,0.02861342631122056,0,0
16064,Code.exe,1715697844026745.0,0.0,1.799399287644403,13.100126266479492,0
16084,vmwp.exe,1715697844026745.0,0.0,0.02810463549620309,0,0
16124,msedge.exe,1715697844026745.0,0.0,0.7583405957165144,27.244298934936523,0
16536,Code.exe,1715697844026745.0,0.0,0.30915099045823397,30.19067668914795,0
16940,taskhostw.exe,1715697844026745.0,0.0,0.0775784852231399,105.65015411376953,1
16976,svchost.exe,1715697844026745.0,0.0,0.021635723705266688,0,0
17096,RuntimeBroker.exe,1715697844026745.0,0.0,0.1611413195562472,3.0485916137695312,0
