loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score
0.0013052027206867933,1.0,0.8888888359069824,0.05372186005115509,0.9919354915618896,0.916666567325592
0.0010764336911961436,1.0,0.6666666269302368,0.046368252485990524,0.9919354915618896,0.916666567325592
0.0009401823044754565,1.0,0.9999998807907104,0.0539809949696064,0.9919354915618896,0.916666567325592
0.001035194960422814,1.0,0.8888887763023376,0.05559743568301201,0.9919354915618896,0.916666567325592
0.0008824191172607243,1.0,0.7777777314186096,0.04792102798819542,0.9919354915618896,0.916666567325592
0.0008361192885786295,1.0,0.7777776718139648,0.055575042963027954,0.9919354915618896,0.916666567325592
0.0007324852631427348,1.0,0.7777776718139648,0.05342964082956314,0.9919354915618896,0.916666567325592
0.0006877121049910784,1.0,0.6666666269302368,0.05525743588805199,0.9919354915618896,0.916666567325592
0.0006447518826462328,1.0,0.6666666269302368,0.0554361529648304,0.9919354915618896,0.916666567325592
0.0006203364464454353,1.0,0.7777777314186096,0.05748444423079491,0.9919354915618896,0.916666567325592
0.0005661093746311963,1.0,0.7777776718139648,0.055412307381629944,0.9919354915618896,0.916666567325592
0.000557477178517729,1.0,0.8888888359069824,0.05539952218532562,0.9919354915618896,0.916666567325592
0.0005193980177864432,1.0,0.4444443881511688,0.05984348803758621,0.9919354915618896,0.916666567325592
0.0005086411838419735,1.0,0.555555522441864,0.05959272012114525,0.9919354915618896,0.916666567325592
0.0005113871302455664,1.0,0.7777777314186096,0.058752864599227905,0.9919354915618896,0.916666567325592
0.0004451878776308149,1.0,0.7777777314186096,0.05843786522746086,0.9919354915618896,0.916666567325592
0.00042361728264950216,1.0,0.555555522441864,0.059572018682956696,0.9919354915618896,0.916666567325592
0.0004555035848170519,1.0,0.4444444477558136,0.06353750824928284,0.9919354915618896,0.916666567325592
0.0003964167844969779,1.0,0.8888887763023376,0.05898802727460861,0.9919354915618896,0.916666567325592
0.0003833862137980759,1.0,0.6666666269302368,0.060246024280786514,0.9919354915618896,0.916666567325592
0.0003563556238077581,1.0,0.8888887763023376,0.06236875057220459,0.9919354915618896,0.916666567325592
0.0003471595700830221,1.0,0.8888887763023376,0.06247170642018318,0.9919354915618896,0.916666567325592
0.000332178664393723,1.0,0.7777777314186096,0.062326837331056595,0.9919354915618896,0.916666567325592
0.00032863294472917914,1.0,0.7777777314186096,0.06180107221007347,0.9919354915618896,0.916666567325592
