loss,accuracy,f1,val_loss,val_accuracy,val_f1
0.6387843489646912,0.9512194991111755,0.0555555522441864,0.5571359395980835,0.9435483813285828,0.0
0.42312318086624146,0.9616724848747253,0.0,0.2823712229728699,0.9435483813285828,0.0
0.16418834030628204,0.9616724848747253,0.0,0.26543864607810974,0.9435483813285828,0.0
0.20186753571033478,0.9616724848747253,0.0,0.29348260164260864,0.9435483813285828,0.0
0.1755860596895218,0.9616724848747253,0.0,0.21885134279727936,0.9435483813285828,0.0
0.14439181983470917,0.9651567935943604,0.11111108958721161,0.20389200747013092,0.9435483813285828,0.0
0.14924627542495728,0.9651567935943604,0.0555555522441864,0.19816651940345764,0.9435483813285828,0.0
0.14275185763835907,0.9651567935943604,0.11111108958721161,0.20163320004940033,0.9435483813285828,0.0
0.14003169536590576,0.9651567935943604,0.0555555522441864,0.19911621510982513,0.9435483813285828,0.0
0.13718697428703308,0.9651567935943604,0.11111108958721161,0.18842601776123047,0.9435483813285828,0.0
0.13731929659843445,0.9616724848747253,0.0555555522441864,0.18405374884605408,0.9516128897666931,0.166666641831398
0.13112035393714905,0.9616724848747253,0.07407405972480774,0.18858954310417175,0.9516128897666931,0.166666641831398
0.13132111728191376,0.9616724848747253,0.11111108958721161,0.18526652455329895,0.9516128897666931,0.166666641831398
0.12928026914596558,0.9616724848747253,0.11111108958721161,0.18231450021266937,0.9516128897666931,0.166666641831398
0.1265169382095337,0.9616724848747253,0.0555555485188961,0.1742873191833496,0.9516128897666931,0.166666641831398
0.1242871806025505,0.9616724848747253,0.07407405972480774,0.17096595466136932,0.9516128897666931,0.166666641831398
0.12108766287565231,0.9651567935943604,0.18518514931201935,0.17157061398029327,0.9516128897666931,0.166666641831398
0.11926665902137756,0.9651567935943604,0.166666641831398,0.1623648703098297,0.9516128897666931,0.166666641831398
0.11385588347911835,0.9651567935943604,0.15555553138256073,0.16145628690719604,0.9516128897666931,0.166666641831398
0.10893289744853973,0.9651567935943604,0.166666641831398,0.15432603657245636,0.9516128897666931,0.166666641831398
0.10779941082000732,0.9651567935943604,0.18518514931201935,0.1466309279203415,0.9516128897666931,0.166666641831398
0.09964069724082947,0.9651567935943604,0.15555553138256073,0.15150903165340424,0.9516128897666931,0.166666641831398
0.09272754192352295,0.9651567935943604,0.1925925612449646,0.13558754324913025,0.9516128897666931,0.166666641831398
0.09424588829278946,0.9686411023139954,0.35185182094573975,0.12923623621463776,0.9516128897666931,0.166666641831398
0.08629288524389267,0.9686411023139954,0.24867719411849976,0.1365700215101242,0.9516128897666931,0.166666641831398
0.08016137778759003,0.9686411023139954,0.29629623889923096,0.1155826672911644,0.9435483813285828,0.166666641831398
0.07716324180364609,0.9721254110336304,0.3851851224899292,0.1283155381679535,0.9435483813285828,0.166666641831398
0.07491018623113632,0.9721254110336304,0.25555554032325745,0.1161683052778244,0.9435483813285828,0.166666641831398
0.0748625323176384,0.9686411023139954,0.28042328357696533,0.10962434113025665,0.9435483813285828,0.166666641831398
0.07938364148139954,0.9686411023139954,0.3148147761821747,0.1436152160167694,0.9516128897666931,0.166666641831398
0.06541342288255692,0.9721254110336304,0.3888888359069824,0.10023652017116547,0.9516128897666931,0.25
0.0702512115240097,0.9721254110336304,0.525925874710083,0.13191567361354828,0.9516128897666931,0.166666641831398
0.06382469087839127,0.9721254110336304,0.2925925850868225,0.10112780332565308,0.9516128897666931,0.25
0.06180564686655998,0.9756097793579102,0.5629628300666809,0.11265987157821655,0.9435483813285828,0.166666641831398
0.06306780874729156,0.9790940880775452,0.4962962567806244,0.10407458990812302,0.9435483813285828,0.166666641831398
0.06175313517451286,0.9721254110336304,0.44444435834884644,0.09715210646390915,0.9516128897666931,0.25
0.054518792778253555,0.9756097793579102,0.3481481075286865,0.09343000501394272,0.9516128897666931,0.25
0.05130690336227417,0.9790940880775452,0.40634915232658386,0.10124372690916061,0.9516128897666931,0.166666641831398
0.051260851323604584,0.9721254110336304,0.3148147463798523,0.08557402342557907,0.9516128897666931,0.25
0.04723169654607773,0.9825783967971802,0.5703703761100769,0.10548361390829086,0.9516128897666931,0.166666641831398
0.047896433621644974,0.9756097793579102,0.46296289563179016,0.09472766518592834,0.9596773982048035,0.25
0.04275413602590561,0.9860627055168152,0.5111110210418701,0.07564219832420349,0.9677419066429138,0.4999999403953552
0.043904028832912445,0.9825783967971802,0.5333332419395447,0.0892055332660675,0.9596773982048035,0.25
0.03676227480173111,0.9860627055168152,0.5629628896713257,0.06899096071720123,0.975806474685669,0.6666666269302368
0.03475522994995117,0.9860627055168152,0.3950616717338562,0.0738329216837883,0.9677419066429138,0.4999999403953552
0.031359292566776276,0.9860627055168152,0.5396825075149536,0.07000838965177536,0.9677419066429138,0.4999999403953552
0.02884434163570404,0.9895470142364502,0.5925924777984619,0.05824979394674301,0.975806474685669,0.6666666269302368
0.026878925040364265,0.9895470142364502,0.5396825075149536,0.06300747394561768,0.975806474685669,0.6666666269302368
0.022135065868496895,0.996515691280365,0.7407406568527222,0.053544290363788605,0.975806474685669,0.6666666269302368
0.020349306985735893,0.9895470142364502,0.5555555820465088,0.05400481075048447,0.975806474685669,0.6666666269302368
0.02170344814658165,0.9895470142364502,0.7407406568527222,0.03421763330698013,0.9919354915618896,0.916666567325592
0.022930368781089783,0.9825783967971802,0.5703702569007874,0.03268476575613022,0.9919354915618896,0.916666567325592
0.030979087576270103,0.99303138256073,0.6296295523643494,0.19968456029891968,0.9516128897666931,0.166666641831398
0.028553105890750885,0.9895470142364502,0.6074073314666748,0.03257859870791435,0.9919354915618896,0.916666567325592
0.011683840304613113,0.996515691280365,0.4444444179534912,0.07074246555566788,0.975806474685669,0.6666666269302368
0.00969306193292141,0.996515691280365,0.5333332419395447,0.028241673484444618,0.9919354915618896,0.916666567325592
0.014158844016492367,0.996515691280365,0.851851761341095,0.07972563803195953,0.975806474685669,0.6666666269302368
0.007950343191623688,0.996515691280365,0.555555522441864,0.024670492857694626,0.9919354915618896,0.916666567325592
0.007054032292217016,1.0,0.7777777314186096,0.055498410016298294,0.975806474685669,0.6666666269302368
0.005620344076305628,1.0,0.6666666865348816,0.030519697815179825,0.9919354915618896,0.916666567325592
0.005007234867662191,1.0,0.7777777314186096,0.03700585290789604,0.9919354915618896,0.916666567325592
0.0031021020840853453,1.0,0.7777777314186096,0.03790095075964928,0.9919354915618896,0.916666567325592
0.0028182538226246834,1.0,0.7777777314186096,0.04135110601782799,0.9919354915618896,0.916666567325592
0.0032881307415664196,1.0,0.6666666865348816,0.05433068051934242,0.9919354915618896,0.916666567325592
0.0033057639375329018,1.0,0.6666666269302368,0.02861345000565052,0.9919354915618896,0.916666567325592
0.002150732558220625,1.0,0.666666567325592,0.059923313558101654,0.9919354915618896,0.916666567325592
0.003317716531455517,1.0,0.6666666865348816,0.027267979457974434,0.9919354915618896,0.916666567325592
0.003542843274772167,1.0,0.7777776718139648,0.11692751199007034,0.975806474685669,0.6666666269302368
0.012776427902281284,0.996515691280365,0.5555555820465088,0.02271278016269207,0.9919354915618896,0.916666567325592
0.012464342638850212,0.996515691280365,0.7555554509162903,0.02116858772933483,0.9919354915618896,0.916666567325592
0.01766405999660492,0.9860627055168152,0.7111110687255859,0.18997909128665924,0.9596773982048035,0.41666659712791443
0.021607432514429092,0.996515691280365,0.6296295523643494,0.024266961961984634,0.9838709831237793,0.8749999403953552
0.007571178954094648,1.0,0.7777777314186096,0.06545821577310562,0.9838709831237793,0.8333332538604736
0.0022979152854532003,1.0,0.6666666269302368,0.039085835218429565,0.9919354915618896,0.916666567325592
0.0017801078502088785,1.0,0.555555522441864,0.04345276206731796,0.9919354915618896,0.916666567325592
0.0015614135190844536,1.0,0.8888887763023376,0.048365518450737,0.9919354915618896,0.916666567325592
0.0015561318723484874,1.0,0.555555522441864,0.0392923578619957,0.9919354915618896,0.916666567325592
0.0012755899224430323,1.0,0.7777777314186096,0.05281250923871994,0.9919354915618896,0.916666567325592
0.001356791821308434,1.0,0.7777777314186096,0.04949672892689705,0.9919354915618896,0.916666567325592
0.0011280078906565905,1.0,0.8888888359069824,0.043672624975442886,0.9919354915618896,0.916666567325592
0.0010636741062626243,1.0,0.8888887763023376,0.05862543359398842,0.9919354915618896,0.916666567325592
0.0012571265688166022,1.0,0.8888887763023376,0.04885907843708992,0.9919354915618896,0.916666567325592
0.0009214294259436429,1.0,0.7777777314186096,0.04985364153981209,0.9919354915618896,0.916666567325592
0.0008947584428824484,1.0,0.7777776718139648,0.05076831951737404,0.9919354915618896,0.916666567325592
0.0008379798964597285,1.0,0.7777777314186096,0.054500944912433624,0.9919354915618896,0.916666567325592
0.0007579705561511219,1.0,0.7777777314186096,0.05079636350274086,0.9919354915618896,0.916666567325592
0.0008070063195191324,1.0,0.7777777314186096,0.05427979305386543,0.9919354915618896,0.916666567325592
0.0008148106862790883,1.0,0.7777776718139648,0.05876915529370308,0.9919354915618896,0.916666567325592
0.0006425298633985221,1.0,0.6666666269302368,0.05287378281354904,0.9919354915618896,0.916666567325592
0.0007064638193696737,1.0,0.555555522441864,0.056258026510477066,0.9919354915618896,0.916666567325592
0.0005943056894466281,1.0,0.6666666269302368,0.05731978267431259,0.9919354915618896,0.916666567325592
0.0006204706733115017,1.0,0.7777777314186096,0.055570367723703384,0.9919354915618896,0.916666567325592
0.0006021310109645128,1.0,0.8888887763023376,0.060177918523550034,0.9919354915618896,0.916666567325592
0.0005433238693512976,1.0,0.5555555820465088,0.054586734622716904,0.9919354915618896,0.916666567325592
0.0005102496361359954,1.0,0.666666567325592,0.05727362632751465,0.9919354915618896,0.916666567325592
0.0005203488981351256,1.0,0.7777777314186096,0.061158839613199234,0.9919354915618896,0.916666567325592
0.00047438027104362845,1.0,0.7777777314186096,0.05732223019003868,0.9919354915618896,0.916666567325592
0.00045858047087676823,1.0,0.6666666269302368,0.06094946339726448,0.9919354915618896,0.916666567325592
0.00041580223478376865,1.0,0.7777777314186096,0.05831773206591606,0.9919354915618896,0.916666567325592
0.00041628736653365195,1.0,0.7777776718139648,0.060239795595407486,0.9919354915618896,0.916666567325592
